filer_id,candidate_name,office,district,year,total_expenditures,num_reports
86222,"Gracia, Jonathan Dwayne (Mr.)",STATEREP,37,2024.0,481244.24,7
88008,"Wharton, Arthur D. (Mr.)",STATEREP,12,2024.0,479454.79,9
69218,"Cain, Briscoe R. (The Honorable)",STATEREP,128,2024.0,477148.83999999997,7
83809,"Morgan, Matthew R. (Mr.)",STATEREP,26,2024.0,471754.17,8
87933,"Dyson, Paul A. (Mr.)",STATEREP,14,2024.0,468203.58,6
88136,"Hickland, Hillary G. (Mrs.)",STATEREP,55,2024.0,464517.45,8
88079,"Fairly, Caroline (Ms.)",STATEREP,87,2024.0,454816.84,4
58415,"Kitzman Jr., Oliver S. (The Honorable)",STATEREP,85,2024.0,452565.27,4
69756,"Landgraf, Brooks Frederick (The Honorable)",STATEREP,81,2024.0,447699.85,3
85955,"Orr, Angelia Duke (The Honorable)",STATEREP,13,2024.0,442214.24,9
67748,"Frank, James B. (The Honorable)",STATEREP,69,2024.0,434363.18,10
69726,"Shaheen, Matt F. (The Honorable)",STATEREP,66,2024.0,404983.3,7
69489,"Tinderholt, Tony D. (The Honorable)",STATEREP,94,2024.0,379058.38,6
84192,"Campos, Elizabeth (The Honorable)",STATEREP,119,2024.0,375017.09,10
83882,"Lalani, Suleman (The Honorable)",STATEREP,76,2024.0,365087.62,7
87849,"Shofner, Joanne W. (Mrs.)",STATEREP,11,2024.0,364213.43000000005,4
87764,"Hernandez, Cassandra (Mrs.)",STATEREP,115,2024.0,363550.02,7
88039,"Perez, Vincent",STATEREP,77,2024.0,358822.92000000004,7
81436,"Goodwin, Vikki A. (The Honorable)",STATEREP,47,2024.0,350999.13,8
69343,"Patterson, Jared L. (The Honorable)",STATEREP,106,2024.0,348809.18,7
86012,"Virdell, Wesley W. (Mr.)",STATEREP,53,2024.0,345248.37,7
85728,"Bradley, Stormy D.",STATEREP,72,2024.0,343317.48,3
87887,"Alders, Benjamin D. (Mr.)",STATEREP,6,2024.0,337342.32999999996,7
87960,"Cuellar, Rosa M. (Ms.)",STATEREP,80,2024.0,335545.7,7
40542,"Martinez Fischer, Trey (The Honorable)",STATEREP,116,2024.0,318039.04000000004,7
87851,"Castellano, Cecilia (Mrs.)",STATEREP,80,2024.0,317726.19999999995,7
87760,"Pastrano Jr., E. Chevo (Mr.)",STATEREP,45,2024.0,313822.48,6
87625,"Haynes, Jamie L. (Mrs.)",STATEREP,86,2024.0,311758.14,5
67987,"Rose, Toni N. (The Honorable)",STATEREP,110,2024.0,304652.91000000003,5
84939,"Luther, Shelley A. (Ms.)",STATEREP,62,2024.0,299435.08999999997,6
87710,"Smith, Jr., Hatch C. (The Honorable)",STATEREP,53,2024.0,292445.28,4
20791,"Thompson, Senfronia (The Honorable)",STATEREP,141,2024.0,288407.21,3
87984,"Ramirez III, Javier (Mr.)",STATEREP,80,2024.0,288029.56,4
62098,"Reynolds, Ronald E. (The Honorable)",STATEREP,27,2024.0,256478.68,8
67628,"Cortez, Philip (The Honorable)",STATEREP,117,2024.0,250230.94,6
68004,"Gonzalez, Mary Edna (The Honorable)",STATEREP,75,2024.0,244985.98,4
87774,"Kinard Jr., Steve A. (Mr.)",STATEREP,70,2024.0,237934.93,8
67801,"Kacal, Kyle J. (The Honorable)",STATEREP,12,2024.0,235201.33000000002,5
87810,"Barrera, Roland G.",STATEREP,34,2024.0,232085.46,7
88209,"Johnson-Hernandez, Teresa T. (Dr.)",STATEREP,80,2024.0,228958.81,5
87996,"Bulla, Cynthia Diane",STATEREP,87,2024.0,228473.06,3
69719,"Romero Jr., Ramon (The Honorable)",STATEREP,90,2024.0,226917.43,3
20051,"Craddick, Tom (The Honorable)",STATEREP,82,2024.0,222168.97999999998,6
69589,"Bucy III, John H. (The Honorable)",STATEREP,136,2024.0,211392.32,6
68103,"Wu, Eugene Y. (The Honorable)",STATEREP,137,2024.0,211118.47999999998,4
81736,"Beckley, Michelle J. (The Honorable)",STATEREP,63,2024.0,210893.16999999998,8
84305,"Morales Jr., Heriberto (The Honorable)",STATEREP,74,2024.0,209335.61,4
88071,"Cowan, Wade (Mr.)",STATEREP,83,2024.0,206846.16,4
31197,"Hayes, Richard D. (The Honorable)",STATEREP,57,2024.0,201654.59,5
88164,"Robnett, Leslie K. (Mrs.)",STATEREP,97,2024.0,198998.97,3
85706,"Shank, Erin B. (Ms.)",STATEREP,56,2024.0,188759.5,5
42130,"Howard, Donna S. (The Honorable)",STATEREP,48,2024.0,188582.25,5
21133,"Dutton Jr., Harold V. (The Honorable)",STATEREP,142,2024.0,180492.64,6
68026,"Perez, Mary Ann G. (The Honorable)",STATEREP,144,2024.0,179875.7,5
69649,"Meza, Thresa A. (The Honorable)",STATEREP,105,2024.0,179255.38,8
87806,"Hays, Elaine Taylor (Mrs.)",STATEREP,64,2024.0,177612.96,4
85598,"Bhojani, Salman (The Honorable)",STATEREP,92,2024.0,173075.56,3
88063,"Branch, Charles (Mr.)",STATEREP,61,2024.0,170914.52,4
26785,"Garza, Robert (Mr.)",STATEREP,74,2024.0,168447.49,7
87959,"Perez, John T. (Mr.)",STATEREP,133,2024.0,168225.87,2
88259,"Lee, Jennifer A.",STATEREP,55,2024.0,167617.13,8
69502,"Paul, Dennis R. (The Honorable)",STATEREP,129,2024.0,167291.95,4
19811,"Davis, Yvonne (The Honorable)",STATEREP,111,2024.0,165528.34999999998,3
86182,"Jones Jr., Venton C. (The Honorable)",STATEREP,100,2024.0,162541.09,3
62108,"Walle Jr., Armando L. (The Honorable)",STATEREP,140,2024.0,156526.54,2
88125,"Wernick, Barry (Mr.)",STATEREP,108,2024.0,151735.76,7
87716,"Money, Brent A. (Mr.)",STATEREP,HD2,2024.0,150067.02,2
69334,"Harless, Eric (The Honorable)",STATEREP,126,2024.0,148559.56,4
88070,"Meis, Daren",STATEREP,67,2024.0,147554.3,3
87222,"Birkholz, Jennifer K. (Mrs.)",STATEREP,52,2024.0,146690.39,9
85648,"Covey, David A.",STATEREP,HD 21,2024.0,146202.46,2
83642,"Isaac, Carrie (The Honorable)",STATEREP,73,2024.0,145253.09,4
80443,"Bowers, Rhetta A. (The Honorable)",STATEREP,113,2024.0,144243.79,5
83199,"Morales, Christina (The Honorable)",STATEREP,145,2024.0,142329.4,4
81965,"Buckley, Bradley L. (The Honorable)",STATEREP,54,2024.0,141689.9,2
86222,"Gracia, Jonathan Dwayne (Mr.)",STATEREP,27,2024.0,139740.33,1
88256,"White, Scott B. (Mr.)",STATEREP,98,2024.0,134596.78,4
80284,"Hawkins, Barbara (The Honorable)",STATEREP,120,2024.0,132857.34999999998,3
88210,"Chapa, Janine (Mrs.)",STATEREP,20,2024.0,130256.31999999999,7
19673,"Allen, Alma A. (The Honorable)",STATEREP,131,2024.0,127574.15,6
32066,"Chavez, Norma P. (Ms.)",STATEREP,77,2024.0,126463.7,7
86036,"London Jr., Dennis S (Mr.)",STATEREP,33,2024.0,126066.09999999999,7
86280,"Slocum, John Harvey (Mr.)",STATEREP,12,2024.0,125401.01000000001,3
84254,"Vasut, Cody T. (The Honorable)",STATEREP,25,2024.0,119384.47,3
85786,"Harrison, Brian E. (The Honorable)",STATEREP,10,2024.0,113382.33,8
68491,"Glass, Tom (Mr.)",STATEREP,17,2024.0,111810.81,4
88178,"Case Pickens, Elizabeth A. (Mrs.)",STATEREP,HD 71,2024.0,109133.05,2
80325,"Swanson, Valoree H. (The Honorable)",STATEREP,150,2024.0,108427.36,4
88229,"Post, Karen",STATEREP,88,2024.0,107736.85,4
68271,"Longoria Jr., Oscar L. (Mr.)",STATEREP,35,2024.0,106127.95999999999,3
85727,"Holt, Janis A. (Mrs.)",STATEREP,HD 18,2024.0,106077.78,4
84543,"Thibodeaux, Angeanette (Ms.)",STATEREP,139,2024.0,105283.45,3
86257,"Mathews, Daniel K. (Mr.)",STATEREP,28,2024.0,104857.0,7
20023,"Flores, Maria Luisa (The Honorable)",STATEREP,51,2024.0,103514.06,4
86370,"Bryant, John W. (The Honorable)",STATEREP,D114,2024.0,103474.19,3
57411,"Hernandez, Ana E. (The Honorable)",STATEREP,143,2024.0,102056.81,4
87746,"Carroll, Angel (Ms.)",STATEREP,52,2024.0,102003.3,7
82026,"Gonzalez, Jessica A. (The Honorable)",STATEREP,104,2024.0,101544.62000000001,4
84044,"Thimesch, Kronda (The Honorable)",STATEREP,,2024.0,101281.16,1
83325,"Lopez, Raynaldo T. (The Honorable)",STATEREP,125,2024.0,100658.89,4
86486,"George, Abraham (Mr.)",STATEREP,89,2024.0,99690.81999999999,3
26513,"Shine, Hugh D. (The Honorable)",STATEREP,,2024.0,99551.19,1
87997,"Duke, Devvie D. (Mrs.)",STATEREP,56,2024.0,97513.91,3
87776,"Greeson P.E., Timothy D. (Mr.)",STATEREP,85,2024.0,96642.81,7
67547,"Bell Jr., Cecil I. (The Honorable)",STATEREP,3,2024.0,95916.93,3
65872,"Richard, Wayne S. (Mr.)",STATEREP,66,2024.0,95466.07,4
87899,"Wilkerson, Denise V. (Mrs.)",STATEREP,94,2024.0,94725.69,6
51797,"Guillen, Ryan A. (The Honorable)",STATEREP,31,2024.0,94169.23000000001,2
88377,"Venable, Desiree M.",STATEREP,17,2024.0,92959.57,7
80403,"Quezada, Carlos G. (Mr.)",STATEREP,118,2024.0,91314.75,5
86218,"Wilson, Teresa S. (The Honorable)",STATEREP,23,2024.0,90249.04000000001,4
86251,"Hayes, Christian V. (The Honorable)",STATEREP,22,2024.0,89996.43000000001,3
85955,"Orr, Angelia Duke (Mrs.)",STATEREP,13,2024.0,85119.96,2
85727,"Holt, Janis A. (Mrs.)",STATEREP,18,2024.0,84906.76,5
67897,"Dominguez, Alejandro (The Honorable)",STATEREP,37,2024.0,83992.8,6
81083,"Cole, Sheryl N. (The Honorable)",STATEREP,46,2024.0,82201.71,6
88280,"Ward Johnson, Charlene",STATEREP,139,2024.0,81343.31,6
87800,"Rumsey, Kathryn A. (Mrs.)",STATEREP,115,2024.0,79694.97,4
87769,"Wilson, Erik B. (Mr.)",STATEREP,131,2024.0,79429.05,7
67957,"Collier, Nicole D. (The Honorable)",STATEREP,95,2024.0,77482.89,3
86370,"Bryant, John W. (The Honorable)",STATEREP,114,2024.0,75732.39,2
88045,"Annello, Alexsandra R. (Mrs.)",STATEREP,77,2024.0,75094.91,5
87357,"Mostyn, Benjamin M. (Mr.)",STATEREP,117,2024.0,74423.1,7
87975,"Gallo Jr., Vincent J. (Mr.)",STATEREP,63,2024.0,73509.2,3
88204,"Duval, Sally C. (Mrs.)",STATEREP,73,2024.0,73250.95999999999,5
21143,"King, Tracy O. (The Honorable)",STATEREP,80,2024.0,73032.25,2
86196,"Salahuddin, Amin (Mr.)",STATEREP,136,2024.0,70698.23,10
87663,"Price Jr., Albert J. (Mr.)",STATEREP,District 22,2024.0,70269.46,2
80239,"Fletcher, Jeffrey L. (Mr.)",STATEREP,5,2024.0,69284.93,4
67812,"Schofield, Brad A. (Mr.)",STATEREP,98,2024.0,68185.65,8
57835,"Schofield, Michael (The Honorable)",STATEREP,132,2024.0,67940.23999999999,4
84239,"Ordaz Perez, Claudia (The Honorable)",STATEREP,79,2024.0,67728.01,3
86254,"Gracia, Bianca",STATEREP,128,2024.0,66482.76999999999,2
88043,"Kingsbery, Kerri",STATEREP,68,2024.0,62160.420000000006,4
85728,"Bradley, Stormy D.",STATEREP,,2024.0,61671.409999999996,2
87959,"Perez, John T. (Mr.)",STATEREP,HD133,2024.0,61210.36,2
67837,"Cortez Jr., Ruben (The Honorable)",STATEREP,37,2024.0,60771.59999999999,6
88239,"Jun, John Y. (Mr.)",STATEREP,115,2024.0,58691.42,5
86083,"Tepper, Carl H. (The Honorable)",STATEREP,84,2024.0,58639.14,5
87881,"Kirk, Christopher C. (Mr.)",STATEREP,14,2024.0,57618.35,2
83989,"Shaw, Penny (The Honorable)",STATEREP,148,2024.0,56864.5,4
82332,"Rosenthal, Jon E. (The Honorable)",STATEREP,135,2024.0,56418.04,2
80284,"Hawkins, Barbara (The Honorable)",STATEREP,,2024.0,55332.79,1
65967,"Munoz Jr., Sergio (The Honorable)",STATEREP,36,2024.0,55198.83,3
32386,"Morrison, Geanie W. (The Honorable)",STATEREP,30,2024.0,53658.89,1
88182,"Norris, Danyahel M. (Mr.)",STATEREP,142,2024.0,51510.03,5
86297,"Garcia, Gia Jolene (The Honorable)",STATEREP,124,2024.0,51127.62,4
80037,"Smith, Kay M. (Ms.)",STATEREP,148,2024.0,50785.49,6
88387,"Salter, Carolyn F.",STATEREP,8,2024.0,50656.79,6
84305,"Morales Jr., Heriberto (The Honorable)",STATEREP,,2024.0,50629.66,1
88467,"Ford Sr., Jerry",STATEREP,139,2024.0,50498.26,5
85680,"Lowe, David O. (Mr.)",STATEREP,HD 91,2024.0,50470.14,3
83793,"Slawson, Shelby L. (The Honorable)",STATEREP,59,2024.0,49851.700000000004,2
62850,"Moody, Joseph E. (The Honorable)",STATEREP,78,2024.0,47909.69,1
67602,"Raney, John N. (The Honorable)",STATEREP,14,2024.0,47882.31,2
87395,"Hubert, Stephen M. (Mr.)",STATEREP,15,2024.0,47700.85,6
37847,"Davis, Richard W.B. (Mr.)",STATEREP,14,2024.0,47468.159999999996,6
85398,"West, Chase E. (Mr.)",STATEREP,132,2024.0,47239.39,5
54555,"Woodfill, Jared R. (Mr.)",STATEREP,138,2024.0,47094.009999999995,3
86254,"Gracia, Bianca",STATEREP,HD 128,2024.0,45644.8,3
87889,"Lopez, Carlos",STATEREP,80,2024.0,45067.15,4
88326,"Ramsey, Aimee L. (Ms.)",STATEREP,114,2024.0,44290.29,6
85398,"West, Chase E. (Mr.)",STATEREP,HD132,2024.0,44143.35,8
67583,"Schaefer, Matthew R. (The Honorable)",STATEREP,6,2024.0,41430.42,2
81913,"Talarico, James (The Honorable)",STATEREP,50,2024.0,41233.9,4
86012,"Virdell, Wesley W. (Mr.)",STATEREP,HD53,2024.0,40382.68,1
70460,"Schubert, Leighton (Mr.)",STATEREP,13,2024.0,40132.86,1
88107,"Bojorquez, Perla",STATEREP,93,2024.0,40055.33,7
88303,"Laird, Curtis L. (Mr.)",STATEREP,58,2024.0,39750.0,5
88117,"Norman, Eric D. (Mr.)",STATEREP,44,2024.0,39414.11,6
88050,"Johnston, Chavva A. (Mrs.)",STATEREP,106,2024.0,39130.8,5
26729,"Elkins, Gary (The Honorable)",STATEREP,135,2024.0,39000.0,2
87641,"Huls, Dale T. (Mr.)",STATEREP,1,2024.0,38572.43,4
88189,"Handley, Allan Dwain (Mr.)",STATEREP,19,2024.0,38547.03,10
87663,"Price Jr., Albert J. (Mr.)",STATEREP,22,2024.0,38113.380000000005,3
67791,"Sanford, William S. (The Honorable)",STATEREP,70,2024.0,37802.17,2
88344,"Reynolds, Jackie D. (Mr.)",STATEREP,99,2024.0,37303.72,5
70466,"Bernal, Diego M. (The Honorable)",STATEREP,123,2024.0,37250.91,2
87957,"Williams-Richardson, Dawn T. (Mrs.)",STATEREP,54,2024.0,36308.81,4
88300,"Garcia, Linda J. (The Honorable)",STATEREP,107,2024.0,36129.57,1
86108,"Schatzline, Nathaniel (The Honorable)",STATEREP,93,2024.0,35762.729999999996,4
86167,"Jones, Jolanda (The Honorable)",STATEREP,147,2024.0,35227.91,2
87736,"Cornwallis, Scarlett (Mrs.)",STATEREP,115,2024.0,34681.66,6
82094,"Davis, Aicha (The Honorable)",STATEREP,109,2024.0,33569.58,5
87894,"Firsing, Scott T. (Mr.)",STATEREP,47,2024.0,33505.75,4
86309,"Lee, Daniel (Mr.)",STATEREP,26,2024.0,32844.52,6
82319,"Beyea, Richard O. (Mr.)",STATEREP,87,2024.0,32835.490000000005,4
87641,"Huls, Dale T. (Mr.)",STATEREP,HD 1,2024.0,32722.03,1
86289,"Crews Jr., Charles R. (Mr.)",STATEREP,128,2024.0,32454.68,6
88070,"Meis, Daren",STATEREP,HD67,2024.0,32331.84,1
88320,"Peterson, Doug D. (Mr.)",STATEREP,129,2024.0,32322.339999999997,9
88138,"Curtis, Jaye K. (Mr.)",STATEREP,8,2024.0,32237.6,6
88324,"Cooper, Marlena R. (Ms.)",STATEREP,7,2024.0,32011.15,4
88161,"Jenkins, Morell C.",STATEREP,139,2024.0,31473.059999999998,7
87357,"Mostyn, Benjamin (Mr.)",STATEREP,117,2024.0,29127.24,1
86193,"Coppage, Walter J. (Mr.)",STATEREP,69,2024.0,28550.41,7
88149,"Carson, Paulette (Mrs.)",STATEREP,9,2024.0,27972.95,4
54318,"Herrero, Abel (The Honorable)",STATEREP,34,2024.0,26587.47,2
51664,"Cunningham Jr., Charles (The Honorable)",STATEREP,127,2024.0,26328.92,2
88273,"Turner, Ebony M. (Mrs.)",STATEREP,96,2024.0,26163.55,4
88122,"DeBurr, Detrick V. (Mr.)",STATEREP,65,2024.0,25618.93,5
88255,"Bohm, Hannah J. (Mrs.)",STATEREP,59,2024.0,25605.6,7
58820,"Baldwin, W. Bret (Mr.)",STATEREP,30,2024.0,24912.73,6
85868,"Coffey, Elizabeth M. (Ms.)",STATEREP,99,2024.0,24271.83,6
86297,"Garcia, Gia Jolene (The Honorable)",STATEREP,,2024.0,24174.15,2
85780,"Collier II, Dewey R. (Mr.)",STATEREP,5,2024.0,23872.88,6
87948,"Pacheco Jr., Edgar (Mr.)",STATEREP,29,2024.0,23833.04,4
86073,"Champion, Michael E. (Mr.)",STATEREP,121,2024.0,23404.809999999998,5
88386,"Mullins, Dee Howard",STATEREP,12,2024.0,23026.2,6
26389,"Pickett, Joseph C. (The Honorable)",STATEREP,79,2024.0,22748.22,2
85592,"Morales, Nora Stephanie (Ms.)",STATEREP,138,2024.0,22475.61,9
70336,"Guerra D.O., John R. (Mr.)",STATEREP,41,2024.0,22405.6,5
85950,"Dorazio, Mark E. (The Honorable)",STATEREP,122,2024.0,22286.0,3
85780,"Collier II, Dewey R. (Mr.)",STATEREP,5,2024.0,21168.68,2
51858,"Quackenbush, Jesse L. (Mr.)",STATEREP,87,2024.0,21089.54,5
87888,"Huang, Jessica Rose (Mrs.)",STATEREP,HD 26,2024.0,20523.04,2
87823,"Powell, Clint",STATEREP,80,2024.0,19029.5,3
88343,"Stanley, Stephen W. (Mr.)",STATEREP,113,2024.0,17755.89,2
88110,"Bell, Adrienne",STATEREP,29,2024.0,17666.22,4
86370,"Bryant, John W. (Mr.)",STATEREP,D114,2024.0,17299.5,1
83454,"Brewer, Angela L. (Ms.)",STATEREP,64,2024.0,17085.72,5
88236,"Swann, Stacey R. (Ms.)",STATEREP,68,2024.0,16835.28,7
86264,"Goolsbee, Linda D. (Ms.)",STATEREP,71,2024.0,16690.29,4
88380,"Bassham, Stephanie R.",STATEREP,30,2024.0,16485.23,5
85348,"Sawin, Kodi E. (Ms.)",STATEREP,19,2024.0,16472.989999999998,3
88384,"Medina, Fred",STATEREP,14,2024.0,16243.460000000001,6
88217,"Walker Sr., Carlos (Dr.)",STATEREP,97,2024.0,16232.5,8
85994,"Adriatico, Nelvin Joseph (Mr.)",STATEREP,28,2024.0,15153.57,4
88230,"Sinha, Shekhar (Mr.)",STATEREP,121,2024.0,14979.09,5
54795,"Vo, Hubert (The Honorable)",STATEREP,149,2024.0,14879.32,4
