year,office,district,candidate,party,votes,percentage,incumbent
2022,U.S. House,3,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,4,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,5,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,6,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,7,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,8,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,9,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,10,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,11,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,12,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,13,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,14,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,15,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,16,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,17,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,18,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,19,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,20,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,21,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,22,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,23,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,24,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,25,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,26,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,27,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,28,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,29,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,30,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,31,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,32,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,33,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,34,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,35,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,36,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,37,Data to be fetched,Data to be fetched,0,0.0,False
2022,U.S. House,38,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,1,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,2,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,3,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,4,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,5,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,6,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,7,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,8,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,9,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,10,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,11,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,12,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,13,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,14,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,15,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,16,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,17,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,18,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,19,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,20,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,21,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,22,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,23,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,24,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,25,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,26,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,27,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,28,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,29,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,30,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,31,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,32,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,33,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,34,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,35,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,36,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,37,Data to be fetched,Data to be fetched,0,0.0,False
2024,U.S. House,38,Data to be fetched,Data to be fetched,0,0.0,False
