year,district,office,candidate,party,votes,percentage
2022,138,Governor,Write-In,W,9,0.0
2022,138,Lieutenant Governor,Collier,D,25520,45.0
2022,138,Lieutenant Governor,Patrick,R,29821,52.6
2022,138,Lieutenant Governor,Steele,L,1365,2.4
2022,138,Attorney General,Ash,L,1709,3.0
2022,138,Attorney General,Garza,D,25202,44.6
2022,139,Governor,Abbott,R,10655,26.2
2022,139,Governor,Barrios,G,189,0.5
2022,139,Governor,O'Rourke,D,29451,72.4
2022,139,Governor,Tippetts,L,369,0.9
2022,139,Governor,Write-In,W,2,0.0
2022,139,Lieutenant Governor,Collier,D,28701,71.0
2022,139,Lieutenant Governor,Patrick,R,10545,26.1
2022,139,Lieutenant Governor,Steele,L,1183,2.9
2022,139,Attorney General,Ash,L,1095,2.7
2022,139,Attorney General,Garza,D,28784,71.4
2022,140,Governor,Abbott,R,5898,29.1
2022,140,Governor,Barrios,G,190,0.9
2022,140,Governor,O'Rourke,D,13996,69.1
2022,140,Governor,Tippetts,L,174,0.9
2022,140,Governor,Write-In,W,4,0.0
2022,140,Lieutenant Governor,Collier,D,13258,66.4
2022,140,Lieutenant Governor,Patrick,R,6026,30.2
2022,140,Lieutenant Governor,Steele,L,670,3.4
2022,140,Attorney General,Ash,L,483,2.4
2022,140,Attorney General,Garza,D,13656,68.5
2022,141,Governor,Abbott,R,4549,17.6
2022,141,Governor,Barrios,G,156,0.6
2022,141,Governor,O'Rourke,D,20922,81.0
2022,141,Governor,Tippetts,L,210,0.8
2022,141,Governor,Write-In,W,1,0.0
2022,141,Lieutenant Governor,Collier,D,20290,79.1
2022,141,Lieutenant Governor,Patrick,R,4494,17.5
2022,141,Lieutenant Governor,Steele,L,851,3.3
2022,141,Attorney General,Ash,L,610,2.4
2022,141,Attorney General,Garza,D,20489,80.1
2022,142,Governor,Abbott,R,8666,24.8
2022,142,Governor,Barrios,G,204,0.6
2022,142,Governor,O'Rourke,D,25793,73.8
2022,142,Governor,Tippetts,L,289,0.8
2022,142,Governor,Write-In,W,0,0.0
2022,142,Lieutenant Governor,Collier,D,25030,72.1
2022,142,Lieutenant Governor,Patrick,R,8641,24.9
2022,142,Lieutenant Governor,Steele,L,1043,3.0
2022,142,Attorney General,Ash,L,859,2.5
2022,142,Attorney General,Garza,D,25228,72.8
2022,143,Governor,Abbott,R,8418,34.1
2022,143,Governor,Barrios,G,192,0.8
2022,143,Governor,O'Rourke,D,15884,64.3
2022,143,Governor,Tippetts,L,205,0.8
2022,143,Governor,Write-In,W,7,0.0
2022,143,Lieutenant Governor,Collier,D,15119,62.0
2022,143,Lieutenant Governor,Patrick,R,8462,34.7
2022,143,Lieutenant Governor,Steele,L,798,3.3
2022,143,Attorney General,Ash,L,590,2.4
2022,143,Attorney General,Garza,D,15436,63.3
2022,144,Governor,Abbott,R,11405,43.7
2022,144,Governor,Barrios,G,175,0.7
2022,144,Governor,O'Rourke,D,14258,54.6
2022,144,Governor,Tippetts,L,251,1.0
2022,144,Governor,Write-In,W,6,0.0
2022,144,Lieutenant Governor,Collier,D,13623,52.7
2022,144,Lieutenant Governor,Patrick,R,11395,44.1
2022,144,Lieutenant Governor,Steele,L,825,3.2
2022,144,Attorney General,Ash,L,638,2.5
2022,144,Attorney General,Garza,D,13915,54.0
2022,145,Governor,Abbott,R,12399,26.4
2022,145,Governor,Barrios,G,233,0.5
2022,145,Governor,O'Rourke,D,33663,71.8
2022,145,Governor,Tippetts,L,611,1.3
2022,145,Governor,Write-In,W,9,0.0
2022,145,Lieutenant Governor,Collier,D,32866,70.7
2022,145,Lieutenant Governor,Patrick,R,12181,26.2
2022,145,Lieutenant Governor,Steele,L,1451,3.1
2022,145,Attorney General,Ash,L,1395,3.0
2022,145,Attorney General,Garza,D,32978,71.1
2022,146,Governor,Abbott,R,8796,18.8
2022,146,Governor,Barrios,G,218,0.5
2022,146,Governor,O'Rourke,D,37475,80.0
2022,146,Governor,Tippetts,L,352,0.8
2022,146,Governor,Write-In,W,3,0.0
2022,146,Lieutenant Governor,Collier,D,36782,78.9
2022,146,Lieutenant Governor,Patrick,R,8576,18.4
2022,146,Lieutenant Governor,Steele,L,1245,2.7
2022,146,Attorney General,Ash,L,1068,2.3
2022,146,Attorney General,Garza,D,36768,79.1
2022,147,Governor,Abbott,R,8952,19.0
2022,147,Governor,Barrios,G,216,0.5
2022,147,Governor,O'Rourke,D,37366,79.5
2022,147,Governor,Tippetts,L,476,1.0
2022,147,Governor,Write-In,W,5,0.0
2022,147,Lieutenant Governor,Collier,D,36618,78.2
2022,147,Lieutenant Governor,Patrick,R,8809,18.8
2022,147,Lieutenant Governor,Steele,L,1383,3.0
2022,147,Attorney General,Ash,L,1206,2.6
2022,147,Attorney General,Garza,D,36766,78.7
2022,148,Governor,Abbott,R,15575,42.5
2022,148,Governor,Barrios,G,172,0.5
2022,148,Governor,O'Rourke,D,20503,55.9
2022,148,Governor,Tippetts,L,403,1.1
2022,148,Governor,Write-In,W,8,0.0
2022,148,Lieutenant Governor,Collier,D,19902,54.6
2022,148,Lieutenant Governor,Patrick,R,15528,42.6
2022,148,Lieutenant Governor,Steele,L,1006,2.8
2022,148,Attorney General,Ash,L,997,2.7
2022,148,Attorney General,Garza,D,19998,55.0
2022,149,Governor,Abbott,R,12185,38.0
2022,149,Governor,Barrios,G,165,0.5
2022,149,Governor,O'Rourke,D,19440,60.7
2022,149,Governor,Tippetts,L,253,0.8
2022,149,Governor,Write-In,W,4,0.0
2022,149,Lieutenant Governor,Collier,D,18957,59.6
2022,149,Lieutenant Governor,Patrick,R,12051,37.9
2022,149,Lieutenant Governor,Steele,L,787,2.5
2022,149,Attorney General,Ash,L,713,2.2
2022,149,Attorney General,Garza,D,19038,60.0
2022,150,Governor,Abbott,R,33857,58.3
2022,150,Governor,Barrios,G,204,0.4
2022,150,Governor,O'Rourke,D,23303,40.1
2022,150,Governor,Tippetts,L,669,1.2
2022,150,Governor,Write-In,W,11,0.0
2022,150,Lieutenant Governor,Collier,D,22898,39.6
2022,150,Lieutenant Governor,Patrick,R,33548,58.0
2022,150,Lieutenant Governor,Steele,L,1431,2.5
2022,150,Attorney General,Ash,L,1595,2.8
2022,150,Attorney General,Garza,D,22726,39.4
2022,132,Attorney General,Paxton,R,33820,56.4
2022,133,Attorney General,Paxton,R,32396,52.3
2022,134,Attorney General,Paxton,R,29056,34.6
2022,135,Attorney General,Paxton,R,16294,40.2
2022,136,Attorney General,Paxton,R,19660,33.5
2022,137,Attorney General,Paxton,R,7176,36.0
2022,138,Attorney General,Paxton,R,29646,52.4
2022,139,Attorney General,Paxton,R,10434,25.9
2022,140,Attorney General,Paxton,R,5784,29.0
2022,141,Attorney General,Paxton,R,4487,17.5
2022,142,Attorney General,Paxton,R,8580,24.7
2022,143,Attorney General,Paxton,R,8343,34.2
2022,144,Attorney General,Paxton,R,11231,43.6
2022,145,Attorney General,Paxton,R,12016,25.9
2022,146,Attorney General,Paxton,R,8623,18.6
2022,147,Attorney General,Paxton,R,8731,18.7
2022,148,Attorney General,Paxton,R,15382,42.3
2022,149,Attorney General,Paxton,R,11976,37.7
2022,150,Attorney General,Paxton,R,33382,57.9
